Level,Date and Time,Source,Event ID,lof_score,is_anomaly
Information,12/17/2016 11:24:25 PM,Service Control Manager,7036.0,38043432.42426875,True
Information,12/17/2016 11:24:25 PM,Service Control Manager,7036.0,38043432.42426875,True
Information,12/17/2016 11:04:25 PM,Service Control Manager,7036.0,38043432.42426875,True
Information,12/17/2016 9:00:03 PM,Service Control Manager,7036.0,52025206.326413885,True
Information,12/18/2016 4:59:46 AM,Service Control Manager,7036.0,172414783.0163098,True
Information,12/18/2016 4:25:37 AM,Service Control Manager,7036.0,172414783.0163098,True
Information,12/18/2016 4:25:37 AM,Service Control Manager,7036.0,172414783.0163098,True
Information,12/18/2016 4:00:00 AM,Service Control Manager,7036.0,154043382.51618457,True
Information,12/18/2016 3:45:13 AM,Service Control Manager,7036.0,124860493.84155488,True
Information,12/18/2016 3:18:13 AM,Service Control Manager,7036.0,124860493.84155488,True
Information,12/18/2016 2:59:23 AM,Service Control Manager,7036.0,39994377.618721895,True
Information,12/18/2016 2:45:02 AM,Service Control Manager,7036.0,359461654.20493233,True
Information,12/18/2016 2:28:04 AM,Service Control Manager,7036.0,38043432.373906195,True
Information,12/18/2016 2:18:02 AM,Service Control Manager,7036.0,359461654.20493233,True
Information,12/18/2016 2:18:02 AM,Service Control Manager,7036.0,38043432.373906195,True
Information,12/18/2016 2:04:23 AM,Service Control Manager,7036.0,39994377.618721895,True
Information,12/18/2016 2:03:46 AM,Service Control Manager,7036.0,39994377.618721895,True
Information,12/18/2016 1:43:46 AM,Service Control Manager,7036.0,55927096.752671264,True
Information,12/18/2016 1:34:23 AM,Service Control Manager,7036.0,55927096.752671264,True
Information,12/18/2016 1:14:23 AM,Service Control Manager,7036.0,55927096.752671264,True
Information,12/18/2016 1:04:23 AM,Service Control Manager,7036.0,55927096.752671264,True
Information,12/18/2016 12:53:57 AM,Service Control Manager,7036.0,375556952.07949317,True
Information,12/18/2016 12:26:57 AM,Service Control Manager,7036.0,375556952.07949317,True
Information,12/17/2016 11:53:39 PM,Service Control Manager,7036.0,343366356.3339038,True
Information,12/17/2016 11:26:21 PM,Service Control Manager,7036.0,262889866.6853327,True
Information,12/17/2016 11:26:21 PM,Service Control Manager,7036.0,262889866.6853327,True
Information,12/17/2016 11:23:11 PM,Service Control Manager,7036.0,36092487.17687035,True
Information,12/17/2016 11:13:09 PM,Service Control Manager,7036.0,343366356.3339038,True
Information,12/17/2016 11:13:09 PM,Service Control Manager,7036.0,36092487.17687035,True
Information,12/17/2016 11:04:23 PM,Service Control Manager,7036.0,38043432.42426875,True
Information,12/17/2016 11:02:30 PM,Service Control Manager,7036.0,38043432.42426875,True
Information,12/17/2016 9:25:23 PM,Service Control Manager,7036.0,53976151.55802943,True
Information,12/17/2016 9:24:23 PM,Service Control Manager,7036.0,53976151.55802943,True
Error,12/17/2016 9:18:09 PM,Schannel,36888.0,200050304.21017763,True
Error,12/17/2016 9:18:09 PM,Schannel,36888.0,200050304.21017763,True
Information,12/17/2016 9:04:23 PM,Service Control Manager,7036.0,53976151.55802943,True
Information,12/17/2016 8:59:23 PM,Service Control Manager,7036.0,50399418.70349623,True
Information,12/17/2016 8:48:15 PM,Service Control Manager,7036.0,59991567.00671299,True
Information,12/17/2016 8:29:47 PM,Service Control Manager,7036.0,46497528.234838456,True
Information,12/17/2016 8:19:45 PM,Service Control Manager,7036.0,59991567.00671299,True
Information,12/17/2016 8:19:45 PM,Service Control Manager,7036.0,46497528.234838456,True
Information,12/17/2016 8:04:23 PM,Service Control Manager,7036.0,50399418.70349623,True
Information,12/17/2016 7:59:23 PM,Service Control Manager,7036.0,38043432.42426875,True
Information,12/17/2016 7:30:37 PM,Service Control Manager,7036.0,198996411.68212098,True
Information,12/17/2016 7:13:39 PM,Service Control Manager,7036.0,36092487.17687035,True
Error,12/17/2016 7:11:10 PM,Schannel,36888.0,1051215754.1191269,True
Error,12/17/2016 7:11:10 PM,Schannel,36888.0,1051215754.1191269,True
Error,12/17/2016 7:11:01 PM,Schannel,36888.0,1051215754.1191269,True
Error,12/17/2016 7:11:01 PM,Schannel,36888.0,1051215754.1191269,True
Information,12/17/2016 7:03:37 PM,Service Control Manager,7036.0,198996411.68212098,True
Information,12/17/2016 7:03:37 PM,Service Control Manager,7036.0,36092487.17687035,True
Information,12/17/2016 6:52:45 PM,Service Control Manager,7036.0,126161124.00538354,True
Information,12/17/2016 6:25:45 PM,Service Control Manager,7036.0,156563353.25543305,True
Information,12/17/2016 6:25:45 PM,Service Control Manager,7036.0,126161124.00538354,True
Information,12/17/2016 6:25:45 PM,Service Control Manager,7036.0,156563353.25543305,True
Information,12/17/2016 6:14:22 PM,Service Control Manager,7036.0,128762384.23725477,True
Information,12/17/2016 6:05:57 PM,Service Control Manager,7036.0,128762384.23725477,True
Information,12/17/2016 5:52:57 PM,Service Control Manager,7036.0,285325736.7858485,True
Information,12/17/2016 5:25:57 PM,Service Control Manager,7036.0,285325736.7858485,True
Error,12/17/2016 5:19:59 PM,Schannel,36888.0,1051215754.1191269,True
Error,12/17/2016 5:19:59 PM,Schannel,36888.0,1051215754.1191269,True
Information,12/17/2016 4:59:22 PM,Service Control Manager,7036.0,63405720.047706604,True
Information,12/17/2016 4:44:57 PM,Service Control Manager,7036.0,341415411.07226646,True
Information,12/17/2016 4:28:35 PM,Service Control Manager,7036.0,56902569.29409568,True
Error,12/17/2016 4:27:50 PM,Schannel,36888.0,1387604795.326478,True
Error,12/17/2016 4:27:50 PM,Schannel,36888.0,1387604795.326478,True
Information,12/17/2016 4:17:57 PM,Service Control Manager,7036.0,341415411.07226646,True
Information,12/17/2016 4:17:57 PM,Service Control Manager,7036.0,56902569.29409568,True
Information,12/17/2016 4:04:22 PM,Service Control Manager,7036.0,63405720.047706604,True
Information,12/17/2016 3:59:22 PM,Service Control Manager,7036.0,125835966.44949248,True
Error,12/17/2016 3:51:07 PM,Schannel,36888.0,2004318037.471579,True
Error,12/17/2016 3:51:07 PM,Schannel,36888.0,2004318037.471579,True
Information,12/17/2016 3:24:22 PM,Service Control Manager,7036.0,125835966.44949248,True
Information,12/17/2016 3:19:22 PM,Service Control Manager,7036.0,125835966.44949248,True
Information,12/17/2016 3:09:26 PM,Service Control Manager,7036.0,477981575.10117304,True
Information,12/17/2016 2:52:28 PM,Service Control Manager,7036.0,70234028.14779305,True
Information,12/17/2016 2:42:26 PM,Service Control Manager,7036.0,375556952.07949317,True
Information,12/17/2016 2:42:26 PM,Service Control Manager,7036.0,70234028.14779305,True
Information,12/17/2016 2:24:22 PM,Service Control Manager,7036.0,79988754.24470875,True
Information,12/17/2016 2:24:22 PM,Service Control Manager,7036.0,79988754.24470875,True
Information,12/17/2016 2:14:57 PM,Service Control Manager,7036.0,375556952.07949317,True
Information,12/17/2016 1:57:57 PM,Service Control Manager,7036.0,55276781.630998515,True
Information,12/17/2016 1:41:55 PM,Service Control Manager,7036.0,175585068.93613473,True
Information,12/17/2016 1:39:45 PM,Service Control Manager,7036.0,175585068.93613473,True
Information,12/17/2016 1:38:11 PM,Service Control Manager,7036.0,55276781.630998515,True
Information,12/17/2016 1:26:29 PM,Service Control Manager,7036.0,55276781.630998515,True
Information,12/17/2016 1:25:42 PM,Service Control Manager,7036.0,189241685.4659299,True
Information,12/17/2016 1:25:42 PM,Service Control Manager,7036.0,189241685.4659299,True
